许可经营业务,发证机关,状态,营业许可证号,英文名称,经营场所,许可文号,法人,出资人,行政区划代码,旅行社名称,统一社会信用代码,办理时间
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ01489,zhejiang qiushui international travel service co.，ltd.,浙江省杭州市拱墅区西瑞大厦520室,浙旅许可(2010)11号,何志能,"何志能,杭州德立商务会展有限公司",330000,浙江秋水国际旅行社有限公司,913301056998253398,2017-03-30
国内旅游业务,浙江省旅游局,有效,L-ZJ02340,暂无,山川乡山川村,浙旅许可(2013)174号,梁校祖,安吉县山川乡大里村经济合作社/安吉县山川乡村建设投资有限公司,330000,安吉乐川旅行社有限公司,913305230909606456,2013-10-15
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01455,暂无,义乌市嘉和广场2幢301、302室,浙旅许可(2009)1433号,朱异辉,朱异辉/贝银荷,330000,义乌市天马国际旅游有限公司,913307827236455584,2015-12-08
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,注销,L-ZJ31016,huzhou fenghua holiday tourism co. ltd..,湖州文创中心产业园a幢836室,浙旅许可(2019)126号,沈一苗,沈一苗,330000,湖州风华假期旅游有限公司,91330502MA2B65QX2M,2019-06-26
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30939,wencheng swanburgh travel service co.，ltd,浙江省温州市文成县大峃镇鹤东小区2号地块中兴公寓2号楼102室,浙旅许可(2019)49号,陈晓春,"陈晓春,文成县中兴房地产投资有限公司",330000,文成县天鹅堡旅行社有限公司,91330328MA2CTC2X5D,2019-03-13
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32069,"drifting bottle (zhejiang) international travel service co. , ltd",浙江省诸暨市暨阳街道浣东中路116号-6号店面,浙旅许可(2023)344号,黄银花,"黄银花,蔡承融,杭州集商企业管理有限公司",330000,漂流瓶（浙江）国际旅行社有限公司,91330681MACT8LEY34,2023-09-13
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00521,暂无,台州市客运西站内,浙旅许可(2009)521号,尤再迅,台州市客运西站有限公司,330000,台州市旅游集散中心有限公司,91331003677249924G,2016-04-25
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00213,暂无,杭州市江干区秋涛北路83号2302室,浙旅许可(2009)213号,章颖,章颖/石明珠,330000,杭州春之声旅行社有限公司,913301046767988411,2014-10-09
国内旅游业务,浙江省旅游局,有效,L-ZJ01229,暂无,龙游县兴龙北路2-21号,浙旅许可(2009)1227号,邵一娟,邵一娟/胡永清,330000,龙游假日旅游有限公司,9133082573990426XH,2009-09-10
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ30694,"wenzhou life companion international travel service co.,ltd.",浙江省温州市鹿城区松台街道勤奋路42号,浙旅许可(2018)75号,刘晓峰,"刘晓峰,刘建生",330000,温州市一生相伴国际旅游有限公司,91330302MA29AX0Q6H,2018-03-29
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ30277,"hangzhou b-tour travel service co.,ltd.",浙江省杭州市拱墅区小河路500号（运河七区）402室-05,浙旅许可(2016)75号,葛龙驹,葛龙驹,330000,杭州优途旅行社有限公司,91330103MA27X0EA89,2016-05-23
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02496,暂无,平湖市城南西路157号,浙旅许可(2014)124号,任达妮,任达妮 /许磊,330000,嘉兴市达美旅行社有限公司,9133048231355432XM,2014-10-23
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ01144,暂无,浙江省舟山市嵊泗县菜园镇沙河路169号新时代商座621室,浙旅许可（2015）43号,俞玲,俞玲,330000,嵊泗县畅游旅行社,91330922759094591B,2017-05-15
境内旅游业务,浙江省文化和旅游厅,有效,L-ZJ32049,"anji yanzhong huashu travel agency co.,ltd",浙江省湖州市安吉县昌硕街道昌硕广场4幢349号,浙旅许可(2023)324号,孟品,"孟品,查惠平",330000,安吉岩中花树旅行社有限公司,91330523MA2JLH5T8U,2023-08-16
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31724,anji  yunhong   travel service,安吉县昌硕街道云鸿路493号,浙旅许可(2022)217号,樊云,"臧敏华,樊云",330000,安吉云鸿旅行社有限公司,91330523MAC3EHCY9K,2022-12-20
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ02165,暂无,宁波市海曙丽园北路39号,浙旅许可(2012)220号,舒秀林,舒秀林/顾汉俊/沈金妮,330000,宁波市吉程美旅旅行社有限公司,91330203058279155C,2012-12-28
"国内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ31011,"hangzhou xunmeng holiday travel agency co.,ltd.",浙江省杭州市余杭区临平街道万宝城3幢1单元612室,浙旅许可(2019)121号,陈家隽,"陈家隽,陈家勋",330000,杭州寻梦假期旅行社有限公司,91330110MA2GLLFJ8D,2019-06-10
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ00640,"quzhou travel agency co., ltd",浙江省衢州市柯城区荷花街道荷一路285-1号,浙旅许可(2009)640号,胡丽香,"江卫平,胡丽香",330000,衢州旅行社有限公司,913308001477614539,2015-10-23
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ32236,"lishui cheung travel service co. , ltd.",浙江省丽水市莲都区中东路296-1号二楼201室,浙旅许可(2024)41号,付永茹,付永茹,330000,丽水翔游旅行社有限公司,91331102MAD7NMXJ8A,2024-01-31
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30488,"JiaXing  Best  Travel  Service  Co.,Ltd.",平湖市当湖街道汇银大厦427室,浙旅许可(2017)104号,陈建军,陈建军/李迎斌/朱伟君/陈宇宁/张雪琴,330000,嘉兴乐优优旅行社有限公司,91330482MA29FDU23Y,2017-05-25
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01224,暂无,浙江省台州市椒江区洪家街道振兴北路236-238号,浙旅许可(2009)1222号,王军,王军/徐燕,330000,台州神州国际旅行社有限公司,91331002780465115G,2013-06-06
境内旅游业务、入境旅游业务,浙江省文化和旅游厅,有效,L-ZJ02013,ninghai lejun travel agency,浙江省宁波市宁海县桃源街道兴工一路566号（自主申报）,浙旅许可（2012）68号,蔡春叶,"蔡春叶,王女根",330000,宁海乐俊旅游有限公司,91330226591593281L,2012-04-17
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ01803,暂无,金华市国贸街153号1幢1单元602室,浙旅许可(2011)113号,唐丽金,唐丽金,330000,金华风光旅行社有限公司,913307015777103494,2011-06-07
国内旅游业务、入境旅游业务,浙江省旅游局,注销,L-ZJ01871,暂无,浙江省永康市胜利街步行街3期物美大卖场第一层a002,浙旅许可(2011)181号,翁响响,翁响响,330000,永康市横家华昱旅行社有限公司,91330784583570362A,2016-10-08
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30730,"wencheng jingrui travel service co.,ltd",浙江省温州市文成县百丈漈镇天湖路83、84、85号,浙旅许可(2018)111号,蓝东武,蓝东武,330000,文成县京瑞旅游有限公司,91330328MA2CNQ7B2M,2018-05-11
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00855,"Hangzhou New Century Travel Agency Co.,Ltd.",杭州市西湖区文三路553号、555号检测大楼四层404室,浙旅许可(2009)855号,郭长英,宣国珍/微土地（上海）科技有限公司/邵宇,330000,杭州新世纪旅行社有限公司,9133010677359308XT,2016-08-12
"境内旅游业务,入境旅游业务",浙江省文化和旅游厅,有效,L-ZJ32222,"hangzhou zouzheqiao travel agency co.,ltd.",浙江省杭州市萧山区盈丰街道民祥路与平澜路交叉口西平澜商务中心1幢1804b室(自主申报）,浙旅许可(2024)28号,穆陈劲琼,"穆陈劲琼,牟泽源",330000,杭州走着瞧旅行社有限公司,91320214MA1MJJPB3P,2024-01-24
"[
  {
    ""sortid"": 1,
    ""value"": ""境内旅游业务""
  },
  {
    ""sortid"": 2,
    ""value"": ""入境旅游",浙江省文化和旅游厅,有效,L-ZJ01425,"dongyang wangzhilv travel agency co., ltd.",浙江省金华市东阳市江北街道茗田社区艺海北路292号一楼自东向西第二间（自主申报）,浙旅许可(2009)1403号,楼标云,"王卫群,王中良,杜妙珍",330000,东阳市望之旅旅行社有限公司,91330783779358013P,2009-11-17
"国内旅游业务,入境旅游业务",浙江省旅游局,有效,L-ZJ30873,"Zhejiang DreamRise Travel Service Co., Ltd.",浙江省嘉兴市南湖区嘉兴世界贸易中心1幢904室-4,浙旅许可(2018)254号,王骏翔,"王骏翔,王育杭",330000,浙江骏升旅游服务有限公司,91330402MA2BC5KT4M,2018-11-30
国内旅游业务、入境旅游业务,浙江省旅游局,有效,L-ZJ00119,暂无,淳安县千岛湖镇南山一路69号,浙旅许可(2009)119号,何红君,杭州淳安长运发展有限公司/杭州千岛湖大江南酒店有限公司/何红君/ 钱禾逸,330000,淳安千岛湖青年旅行社有限公司,91330127747157540W,2012-06-20
