Academic Year,Institution (English),Institution (Chinese),Level of study (English),Level of study (Chinese),Programme type (English),Programme type (Chinese),Programme name (English),Programme name (Chinese),Areas of Study,Areas of Study (Chinese),Normal programme duration
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Corporate Governance and Compliance - Year 3 Entry,企業管治與合規工商管理(榮譽)學士-第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Economics - Year 3 Entry,經濟學工商管理（榮譽）學士-第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Finance and Banking - Year 3 Entry,金融及銀行學工商管理(榮譽)學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Financial Analysis - Year 3 Entry,金融分析工商管理(榮譽)學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in General Business - Year 3 Entry,綜合工商管理（榮譽）學士-第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Global Business Management - Year 2 Entry,環球商業管理工商管理(榮譽)學士-第二年,Business and Management,商業及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Human Resource Management - Year 2 Entry,人力資源管理工商管理（榮譽）學士 - 第二年,Business and Management,商業及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Human Resource Management - Year 3 Entry,人力資源管理工商管理（榮譽）學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Management - Year 2 Entry,管理學工商管理(榮譽)學士 - 第二年,Business and Management,商業及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Management - Year 3 Entry,管理學工商管理(榮譽)學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Marketing - Year 2 Entry,市場學工商管理(榮譽)學士-第二年,Business and Management,商業及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Marketing - Year 3 Entry,市場學工商管理(榮譽)學士-第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Professional Accountancy - Year 2 Entry,專業會計學工商管理(榮譽)學士-第二年,Business and Management,商業及管理,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Professional Accountancy - Year 3 Entry,專業會計學工商管理(榮譽)學士-第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Business Administration (Honours) in Supply Chain Management - Year 3 Entry,供應鏈管理工商管理 (榮譽) 學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Journalism and Communication (Honours) - Year 2 Entry,新聞及傳播 (榮譽) 學士 - 第二年,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Journalism and Communication (Honours) - Year 3 Entry,新聞及傳播 (榮譽) 學士 - 第三年,"Mass Media and Communications, Journalism and Public Relations",大眾傳媒及傳播、新聞及公共關係,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Management Science and Information Management (Honours) - Year 3 Entry,管理科學與資訊管理(榮譽)學士 - 第三年,Business and Management,商業及管理,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Actuarial Studies and Insurance - Year 2 Entry,精算及保險(榮譽)理學士-第二年,Sciences,理學科,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Actuarial Studies and Insurance - Year 3 Entry,精算及保險(榮譽)理學士-第三年,Sciences,理學科,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Applied Computing - Year 3 Entry,計算機應用(榮譽)理學士 - 第三年,Computer Science and Information Technology,電腦科學及資訊科技,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Science (Honours) in Data Science and Business Intelligence - Year 3 Entry,數據科學及商業智能學(榮譽)理學士 - 第三年,Sciences,理學科,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Asian Studies - Year 2 Entry,亞洲研究(榮譽)社會科學學士 - 第二年,Social Sciences,社會科學,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Social Sciences (Honours) in Asian Studies - Year 3 Entry,亞洲研究(榮譽)社會科學學士 - 第三年,Social Sciences,社會科學,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics - Year 2 Entry",哲學、政治與經濟（榮譽）社會科學學士 - 第二年,Humanities,人文科學,3
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,"Bachelor of Social Sciences (Honours) in Philosophy, Politics and Economics - Year 3 Entry",哲學、政治與經濟（榮譽）社會科學學士 - 第三年,Humanities,人文科學,2
2023/24,The Hang Seng University of Hong Kong,香港恒生大學,Top-up Degree,銜接學士學位,Bachelor's Degree,學士學位課程,Bachelor of Translation with Business (Honours) - Year 3 Entry,商務翻譯 (榮譽) 學士 - 第三年,Languages and Related Studies,語言及相關科目,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Applied Social Sciences,應用社會科學副學士,Social Sciences,社會科學,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Applied Social Sciences (Counselling for Social Services),應用社會科學副學士 (社會服務輔導),Social Sciences,社會科學,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Applied Social Sciences (Psychology),應用社會科學副學士 (心理學),Social Sciences,社會科學,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Applied Social Sciences (Social Policy and Administration),應用社會科學副學士 (社會政策及行政),Social Sciences,社會科學,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Applied Social Sciences (Sociology and Culture),應用社會科學副學士 (社會學及文化),Social Sciences,社會科學,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business,工商業副學士,Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Accounting),工商業副學士 (會計),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Business Management),工商業副學士 (商業管理),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Finance),工商業副學士 (金融),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Hospitality Management),工商業副學士 (酒店管理),Services,服務,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Human Resources Management),工商業副學士 (人力資源管理),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (International Business),工商業副學士 (國際商業),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Logistics and Supply Chain Management),工商業副學士 (物流及供應鏈管理),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Marketing),工商業副學士 (市場學),Business and Management,商業及管理,2
2023/24,The Hong Kong Polytechnic University - Hong Kong Community College,香港理工大學香港專上學院,Sub-degree,副學位,Associate Degree,副學士學位課程,Associate in Business (Tourism Management),工商業副學士 (旅遊管理),Services,服務,2
